epoch,train_loss,train_acc,val_loss,val_acc,lr
40,0.3163542747232649,0.8892,0.9418562747001648,0.7198,1.1454063230990326
41,0.31210606007575986,0.8913777777777778,0.5800877082824707,0.809,1.1213593312452523
42,0.29597235858705306,0.8971333333333333,0.6120497926712036,0.8034,1.0969609431483318
43,0.2966057775338491,0.8986888888888889,0.6865012710571289,0.7906,1.072237838087442
44,0.2954316695107354,0.8985333333333333,0.7967317900657653,0.7568,1.047217050414986
45,0.2849693465921614,0.9015333333333333,0.9478142583847046,0.718,1.021925939994932
46,0.2745668948968252,0.9053555555555556,0.49056656703948975,0.843,0.9963921622852037
47,0.27306763077312046,0.9057777777777778,1.341600735092163,0.677,0.970643638096844
48,0.26479551046159533,0.9074666666666666,0.5541357988357544,0.827,0.9447085230630161
49,0.26255272142622205,0.9095777777777778,0.4947837874412537,0.841,0.918615176851235
50,0.24906159479353163,0.9156222222222222,0.6213402583122254,0.797,0.8923921321524841
51,0.2413157179514567,0.9168222222222222,2.097479970359802,0.5688,0.8660680634811385
52,0.22442619432873195,0.9233111111111111,0.6745642121315002,0.7956,0.8396717558198046
53,0.23340571707354651,0.9183111111111111,0.6919185057640076,0.796,0.8132320731433628
54,0.22312625489234925,0.9232888888888889,0.9426364271163941,0.7592,0.7867779268566369
55,0.2214848742723465,0.923,0.42625536336898806,0.8616,0.7603382441801956
56,0.20385297082795037,0.9305111111111111,0.4775842339515686,0.8424,0.7339419365188615
57,0.19314303820398118,0.9327333333333333,0.5730773021697998,0.831,0.7076178678475161
58,0.18906347818639543,0.9348888888888889,0.4237395956516266,0.8604,0.6813948231487649
59,0.1781093231678009,0.9378888888888889,0.5072078639030456,0.8364,0.6553014769369838
60,0.18212157294220394,0.9358888888888889,0.5131307139396667,0.8382,0.6293663619031563
61,0.17007786083486345,0.9421111111111111,0.5182158061981201,0.8526,0.6036178377147964
62,0.15924675841596392,0.9446444444444444,0.5438003668785095,0.8204,0.5780840600050683
63,0.15743949864970314,0.9469333333333333,0.4250282069683075,0.8682,0.5527929495850141
64,0.15126391711235046,0.9468,0.6651272295951843,0.818,0.5277721619125577
65,0.14577959047953287,0.9493111111111111,0.44494354500770567,0.8686,0.503049056851668
66,0.13263348702059852,0.9537555555555556,0.4942504179954529,0.8562,0.4786506687547479
67,0.11961169496907129,0.9589333333333333,0.545863428401947,0.838,0.4546036769009675
68,0.11245344322522481,0.9609333333333333,0.38853442578315733,0.8858,0.4309343763228648
69,0.11060293511152268,0.9612666666666667,0.5602837939262391,0.8414,0.4076686490531127
70,0.10094232009516822,0.9652666666666667,0.39089249801635745,0.881,0.38483193582289676
71,0.08771465293831296,0.9693777777777778,0.3579305039405823,0.896,0.3624492082428493
72,0.08150578812228308,0.9722,0.3168123302936554,0.9064,0.3405449414969586
73,0.07195033372508156,0.9753555555555555,0.2942432841777802,0.908,0.31914308757931636
74,0.06407609320084254,0.9788,0.30207224159240725,0.9142,0.29826704910296276
75,0.0600141782813602,0.9801555555555556,0.38707309703826903,0.8908,0.27793965370947266
76,0.05847024527258343,0.98,0.3236319341659546,0.9046,0.25818312910726543
77,0.04498549362354808,0.9860666666666666,0.28220757994651796,0.9138,0.23901907876593048
78,0.03962587156362004,0.9873333333333333,0.3573140149116516,0.897,0.22046845829315279
79,0.03268481948375702,0.9901333333333333,0.31431025366783144,0.9152,0.20255155252006207
80,0.02537087886598375,0.9926444444444444,0.3340574384212494,0.9134,0.18528795332006698
81,0.021023949039644666,0.9941555555555556,0.2563070945739746,0.93,0.1686965381854322
82,0.016069600276814568,0.9952222222222222,0.2744142872810364,0.9262,0.152795449585014
83,0.0138950500988298,0.9962,0.24884619269371033,0.9368,0.13760207512573971
84,0.011259294956094689,0.9970444444444444,0.2631736940860748,0.9304,0.12313302853951386
85,0.008478204828831885,0.9982222222222222,0.2351673431634903,0.9382,0.10940413151634566
86,0.006077819529672464,0.9989333333333333,0.23688840737342834,0.9392,0.09643039640356485
87,0.005300408505896728,0.9990444444444444,0.22958840992450713,0.9416,0.0842260097900383
88,0.004402887102464835,0.9992666666666666,0.21494582509994506,0.9436,0.0728043169933454
89,0.003680403746747308,0.9995555555555555,0.21624963858127594,0.9444,0.06217780746686708
90,0.003074013887635536,0.9996444444444444,0.21226614484786988,0.9446,0.05235810114275422
91,0.0028394539904263287,0.9997777777777778,0.2068647469997406,0.9444,0.04335593572570079
92,0.0025168752887182767,0.9997777777777778,0.20802152132987975,0.9442,0.03518115495142156
93,0.002487725571708547,0.9998444444444444,0.20988809070587158,0.945,0.027842697822672534
94,0.0025161058276477787,0.9998,0.2097050476551056,0.9452,0.021348588834581645
95,0.002200641023202075,0.9998888888888889,0.2108553009748459,0.9454,0.01570592919998189
96,0.0022197470730584527,0.9999333333333333,0.21001524772644042,0.9458,0.010920889084339155
97,0.0022712706532329323,0.9998,0.209682204914093,0.9446,0.006998700858766478
98,0.0022591922915644116,0.9999111111111111,0.20984515891075134,0.9458,0.003943653378503591
99,0.002222956170555618,0.9998666666666667,0.2101064725637436,0.9452,0.0017590872931164659
100,0.0021323435799115234,0.9999111111111111,0.21009830396175386,0.9452,0.00044739139354586544
